PARCELLEID	PARCELLENOM	ANNEE	TYPECULTURE	CONDUITEPARCELLE	REGION	AB_MOYENNE	AB_TOTALE	DIVERSITE_MOYENNE	DIVERSITE_TOTALE	NB_PASSAGES	AUTRES	NON_IDENTIFIES	AMARYLLIS	AURORES	BELLE_DAME	CITRONS	CUIVRE	DEMI_DEUILS	FLAMBES	GAZE	HESPERIDES_ORANGEES	HESPERIDES_TACHETEES	LYCENES_BLEUS	MACHAONS	MEGERES	MYRTIL	PAON_DU_JOUR	PETITES_TORTUES	PIERIDES_BLANCHES	PROCRIS	ROBERT_LE_DIABLE	SOUCIS	TABAC_D_ESPAGNE	TIRCIS	VULCAIN	SURFACE	LATITUDE	LONGITUDE	PAYSAGEINTENSIF	ESPECESCULTIVEES	TETEROTATIONEC	PCULTURAUXN1EC	PCULTURAUXN2EC	INTERCULTURE	DATESEMIS	TRAVAILSOL	ANNEEPLANTATION	INTERRANG	PRAIRIETEMPORAIRE	AGEPRAIRIE	ESEMEERGA	ESEMEERGI	ESEMEEDACTYLE	ESEMEEFETUQUE	ESEMEELEG	ESEMEEAUTRE	UPATURE	UPATURENBUGB	UFAUCHE	DATEDEBUTFAUCHE	NBFAUCHESPARAN	ANNEECONVERSION	NBPASSAGE_INSECTICIDE	NBPASSAGE_HERBICIDE	NBPASSAGE_FONGICIDE	NBPASSAGE_MOLLUCIDE	NBPASSAGE_AUTRE	NBPASSAGE_MINERALE	NBPASSAGE_F_ORGANIQUE	NBPASSAGE_A_ORGANIQUE	NBPASSAGE_CALCIQUE	CODE_EXPLOITATION	NOM_EXPLOITATION	INSEE	COMMUNE	NUM_DEPARTEMENT	DEPARTEMENT	CODE_RESEAU	NOM_RESEAU	NOM_RESEAU2	BORDURE_LISIERE	BORDURE_HAIE	BORDURE_BE	BORDURE_ROUTE	BORDURE_FOSSE	BORDURE_AUCUNE	BORDURE_BANDEFLEURIE	BORDURE_AUTRE	MA_AUTRECULTURE	MA_PRAIRIE	MA_BOIS	MA_ZURBAINE	MA_ETANG	MA_AUTRE	DISTANCE_PARCOURUE	NR	NR
0003221_CEY3Q_0022729	CHEMIN	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	10.6666666666667	32	3.33333333333333	7	3	0	0	0.333333333333333	0	0	0	0	0	0	0	0.333333333333333	1	0	0	0	2.33333333333333	0	0	5	0	0	0	0	0.333333333333333	1.33333333333333	NR	49.121023	5.430298	0	ORGE_ESCOURGEON_D_HIVER	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	1	1	3	0	0	4	0	0	NR	3241	EARL_DES_4_CHEMINS	55545	VERDUN	55	MEUSE	321	EMC2_LORRAINE	NR	0	0	0	1	0	0	0	0	0	0	1	0	0	0	100	NR	NR
0003241_2JZ05_0022592	RUELLETTE	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	8	24	2.33333333333333	5	3	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0.666666666666667	0	0	0	0.666666666666667	0	0	4	0	0	0	0	0	2	NR	49.444645	5.127056	0	MAIS	NR	NR	NR	1	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	0	0	0	1	1	0	NR	3261	GAEC_DE_LA_RUELLETTE	55408	POUILLY_SUR_MEUSE	55	MEUSE	321	EMC2_LORRAINE	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	100	NR	NR
0003261_ICGT1_0022301	BARTHELEMY	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	5.33333333333333	16	2.33333333333333	5	3	0	0	0	0.666666666666667	0	0.333333333333333	0	0	0	0	0	0	0	0	0	1.33333333333333	0.666666666666667	0	2.33333333333333	0	0	0	0	0	0	NR	49.072688	5.010032	0	TRITICALE	NR	NR	NR	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	2	2	0	0	3	0	0	NR	3281	EARL_BARTHELEMY	55117	CLERMONT_EN_ARGONNE	55	MEUSE	321	EMC2_LORRAINE	NR	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	NR	NR
0003281_E2CHZ_0022301	VALLIERE	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	6.66666666666667	20	2.33333333333333	5	3	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	1	0	0	4	0	0	0	0	0.333333333333333	1	NR	49.072688	5.010032	0	ORGE_ESCOURGEON_D_HIVER	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	1	1	2	0	0	2	0	0	NR	3301	GAEC_DE_LA_VALLIERE	55117	CLERMONT_EN_ARGONNE	55	MEUSE	321	EMC2_LORRAINE	NR	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	NR	NR
0003321_YX7B9_0022733	AUBERT	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	12.3333333333333	37	2.66666666666667	6	3	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	2.33333333333333	1.33333333333333	0	7	0.666666666666667	0	0.333333333333333	0	0	0	NR	49.236068	5.177068	0	BLE	NR	NR	NR	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	1	1	2	0	0	3	0	0	NR	3341	GAEC_AUBERT	55549	VERY	55	MEUSE	321	EMC2_LORRAINE	NR	0	0	0	1	0	0	0	0	0	1	0	0	0	0	100	NR	NR
0003341_1H5YQ_0022213	EPL	2012	GRANDE_CULTURE	CONVENTIONNELLE	LORRAINE	11	33	2.66666666666667	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	7.66666666666667	0	0	0.333333333333333	0.333333333333333	0	1.33333333333333	NR	48.788842	5.303593	0	TRITICALE	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	1	0	0	NR	3361	EPL_AGRO	55029	BAR_LE_DUC	55	MEUSE	321	EMC2_LORRAINE	NR	0	0	0	1	0	0	0	0	0	0	0	1	0	0	100	NR	NR
0003401_H0FV9_0003751	LES_VIGNES	2012	GRANDE_CULTURE	BIOLOGIQUE	CHAMPAGNE_ARDENNE	31.3333333333333	94	3.66666666666667	8	3	3.33333333333333	0	0.666666666666667	0	0.333333333333333	0	0	6	0	0	0	4.33333333333333	0	0	0	1	1	0	11.3333333333333	0	0	0	0	3.33333333333333	0	15	NR	NR	1	BETTERAVE	BETTERAVE	BETTERAVE	BLE	0	12_03_2012__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	2007	0	0	0	0	0	0	0	0	NR	3441	S_CEA_TERRES_BLANCHES	10351	ST_MARTIN_DE_BOSSENRY	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	0	0	1	0	0	0	0	0	1	0	0	0	0	0	250	NR	NR
0003401_H0FV9_0003751	LES_VIGNES	2013	GRANDE_CULTURE	BIOLOGIQUE	CHAMPAGNE_ARDENNE	12	36	4	8	3	1.33333333333333	0.333333333333333	0	0	3	0	0	0	0	0	0	0.666666666666667	1	0	0	0	0.333333333333333	0	2	0.333333333333333	0	2.66666666666667	0	0	0.333333333333333	15	48.4290439	3.6907915	1	NR	BETTERAVE	BETTERAVE	BLE	0	04_12_2014__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	2002	0	0	0	0	0	1	0	3	NR	3441	S_CEA_TERRES_BLANCHES	10351	ST_MARTIN_DE_BOSSENRY	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	0	0	1	0	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0003401_H0FV9_0003751	LES_VIGNES	2014	GRANDE_CULTURE	BIOLOGIQUE	CHAMPAGNE_ARDENNE	22.6666666666667	136	18	12	6	1.33333333333333	0	2	0	3.33333333333333	1.66666666666667	1.33333333333333	0	0	0	1	1.66666666666667	0	0	0	0	0	3	3.66666666666667	0.333333333333333	1.66666666666667	0	1.33333333333333	0	0.333333333333333	15	48.4290439	3.6907915	1	BLE	BETTERAVE	BETTERAVE	BLE	0	04_12_2014__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	2002	0	0	0	0	0	1	0	3	0	3441	S_CEA_TERRES_BLANCHES	10351	ST_MARTIN_DE_BOSSENRY	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003421_PPR1F_0003624	HOMME_MORT	2012	GRANDE_CULTURE	CONVENTIONNELLE	CHAMPAGNE_ARDENNE	16	32	1.5	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	7.5	0	0	0	0	0	0	12	NR	NR	1	BETTERAVE	BETTERAVE	BLE	COLZA	1	28_03_2012__00:00:00	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	5	2	0	0	1	1	0	NR	3481	SCEA_ARC_EN_CIEL	10224	MARIGNY_LE_CHATEL	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	250	NR	NR
0003421_PPR1F_0003624	HOMME_MORT	2013	GRANDE_CULTURE	CONVENTIONNELLE	CHAMPAGNE_ARDENNE	6.33333333333333	19	4	9	3	0	0	0	0	0.666666666666667	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0	0	0	0.333333333333333	0.333333333333333	2.33333333333333	0	0	1	0	0	0	12	48.4076626	3.7145237	1	NR	BETTERAVE	BLE	COLZA	1	20_03_2014__00:00:00	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	NR	0	2	0	0	0	1	0	0	NR	3481	SCEA_ARC_EN_CIEL	10224	MARIGNY_LE_CHATEL	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0003421_PPR1F_0003624	HOMME_MORT	2014	GRANDE_CULTURE	CONVENTIONNELLE	CHAMPAGNE_ARDENNE	12	72	9.33333333333333	6	6	0.666666666666667	0	1.66666666666667	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	1.66666666666667	1	5.66666666666667	0	0	0	0	0	0	12	48.4076626	3.7145237	1	BETTERAVE	BETTERAVE	BLE	COLZA	1	20_03_2014__00:00:00	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	NR	0	2	0	0	0	1	0	0	0	3481	SCEA_ARC_EN_CIEL	10224	MARIGNY_LE_CHATEL	10	AUBE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003461_XHOM2_0021141	LES_FOURNELLES	2012	PRAIRIE	CONVENTIONNELLE	CHAMPAGNE_ARDENNE	11.3333333333333	34	4.33333333333333	7	3	0	0	0	0	0	0	0	1	0	0	0	0	3.66666666666667	0	0	1.33333333333333	1.66666666666667	0	2	0	0	1.33333333333333	0	0	0.333333333333333	3	NR	NR	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	10	0	0	0	0	0	0	1	0	0	NR	NR	NR	0	0	0	0	0	1	0	0	NR	3521	EARL_DE_LA_PIERRE	52385	PERRUSSE	52	HAUTE_MARNE	141	AGRIFAUNE_CHAMPAGNE_ARDENNE	NR	0	0	0	1	0	0	0	0	1	0	0	1	0	0	100	NR	NR
0003470_6TAS5_0013646	CHAMP_DU_CLOS	2014	VITICULTURE	AUTRE	CHAMPAGNE_ARDENNE	12.6666666666667	76	6	7	6	0.666666666666667	2.66666666666667	0	0	0	0.333333333333333	0.333333333333333	1	0	0.666666666666667	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0.7	48.0859897	4.4456295	0	VIGNE	NR	NR	NR	NR	NR	NR	1962	SOL_NU	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	NR	0	1	8	0	0	0	0	1	0	12781	MAISON_DE_CHAMPAGNE_THOMAS_CHEURLIN	10070	CELLES_SUR_OURCE	10	AUBE	401	CHAMBRE_D_AGRICULTURE_DE_L_AUBE	AOC_CHAMPAGNE	1	0	1	1	0	0	0	0	0	1	0	0	0	0	300	NR	NR
0003470_6TAS5_0013646	CHAMP_DU_CLOS	2015	VITICULTURE	AUTRE	CHAMPAGNE_ARDENNE	14.5	58	9	7	4	0.5	1.5	0	0	0.5	0	0.5	5	0	0	0.5	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0.7	48.0859897	4.4456295	0	VIGNE	NR	NR	NR	NR	NR	NR	1962	SOL_NU	NR	NR	0	0	0	0	0	0	NR	NR	NR	NR	NR	NR	0	1	8	0	0	0	0	1	0	12781	MAISON_DE_CHAMPAGNE_THOMAS_CHEURLIN	10070	CELLES_SUR_OURCE	10	AUBE	401	CHAMBRE_D_AGRICULTURE_DE_L_AUBE	AOC_CHAMPAGNE	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003483_DCGOL_0012883	3_S3	2012	PRAIRIE	BIOLOGIQUE	MIDI_PYRENEES	4.66666666666667	14	3	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	1.66666666666667	1	0	0	0.333333333333333	0	0.333333333333333	NR	NR	NR	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	NR	0	0	0	0	0	1	1	8	1	01_07_2012__00:00:00	1	NR	0	0	0	0	0	0	1	0	NR	3621	FERME_DE_PAILLAC	31502	ST_MARCET	31	HAUTE_GARONNE	361	SOLAGRO	NR	0	1	0	0	0	0	0	0	1	1	0	0	0	0	100	NR	NR
0003541_QQ2QU_0006310	LA_TREUILLERE	2012	PRAIRIE	AUTRE	POITOU_CHARENTES	14.5	58	3.75	8	4	4	0	0	0	0	0	0	0.5	0	0	0	0	0.75	0	0	2	1	0	2	3.75	0	0.25	0	0.25	0	1	46.037783	_0.573006	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	10	0	0	0	0	0	0	0	NR	1	10_07_2012__00:00:00	1	NR	0	0	0	0	0	0	0	0	NR	2842	HUCTEAU_GERARD	17124	COURANT	17	CHARENTE_MARITIME	121	OAB_CHARENTE_MARITIME	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003541_QQ2QU_0006310	LA_TREUILLERE	2013	PRAIRIE	CONVENTIONNELLE	POITOU_CHARENTES	11.7142857142857	82	3.71428571428571	11	7	3.71428571428571	0	0	0	0.285714285714286	0	0	0.285714285714286	0	0	0	0.142857142857143	0.714285714285714	0	0	1.57142857142857	0.714285714285714	0	2.14285714285714	0.285714285714286	0	1	0	0.571428571428571	0.285714285714286	1.6	46.037783	_0.573006	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	10	0	0	0	0	0	0	0	NR	1	15_05_2014__00:00:00	1	NR	0	0	0	0	0	0	0	0	NR	2842	HUCTEAU_GERARD	17124	COURANT	17	CHARENTE_MARITIME	121	OAB_CHARENTE_MARITIME	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003541_QQ2QU_0006310	LA_TREUILLERE	2014	PRAIRIE	CONVENTIONNELLE	POITOU_CHARENTES	15	180	8.33333333333333	10	12	0.333333333333333	0	0.5	0	0	0	0	1	0	0	0	0	2	0	0.5	4	0	0.166666666666667	4.5	0.833333333333333	0	1	0	0.166666666666667	0	1.6	46.037783	_0.573006	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	10	0	0	0	0	0	0	0	NR	1	15_05_2014__00:00:00	1	NR	0	0	0	0	0	0	0	0	0	2842	HUCTEAU_GERARD	17124	COURANT	17	CHARENTE_MARITIME	121	OAB_CHARENTE_MARITIME	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003541_QQ2QU_0006310	LA_TREUILLERE	2015	PRAIRIE	CONVENTIONNELLE	POITOU_CHARENTES	17.25	138	10.5	10	8	0.75	0	0	0.5	0.5	0	0	0	0.25	0	0	0	1.5	0.25	0	4.25	0	0	4.75	2.5	0	0.5	0	1.5	0	1.6	46.037783	_0.573006	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	11	0	0	0	0	0	0	0	NR	1	30_05_2015__00:00:00	2	NR	0	0	0	0	0	0	0	0	0	2842	HUCTEAU_GERARD	17124	COURANT	17	CHARENTE_MARITIME	121	OAB_CHARENTE_MARITIME	NR	1	1	1	0	0	0	0	0	1	1	1	0	0	0	400	NR	NR
0003541_QQ2QU_0006310	LA_TREUILLERE	2016	PRAIRIE	CONVENTIONNELLE	POITOU_CHARENTES	10.5	84	9.5	12	8	0	0	0.25	0	0	0	0	1	0	0	0.25	0	1.25	0	0.5	2	0.5	0	3.5	0.25	0	0.25	0	0.5	0.25	1.6	46.037783	_0.573006	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	12	0	0	0	0	0	0	0	NR	1	10_06_2016__00:00:00	1	NR	0	0	0	0	0	1	0	0	0	2842	HUCTEAU_GERARD	17124	COURANT	17	CHARENTE_MARITIME	121	OAB_CHARENTE_MARITIME	NR	1	1	1	0	0	0	0	0	0	1	0	0	0	0	400	NR	NR
0003548_N1DYN_0011561	NR	2013	NR	NR	CHAMPAGNE_ARDENNE	13	26	5	8	2	0.5	0.5	0.5	0	0	0	0	1	0	0	0	0	3.5	0	0	2.5	0.5	0	1.5	0.5	0	2	0	0	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	2321	EARL_DES_300_ARPENTS	10148	FERREUX_QUINCEY	10	AUBE	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
0003561_BK7ML_0030737	JALOGNY_COMBIERFAUCHE	2012	PRAIRIE	CONVENTIONNELLE	BOURGOGNE	11.6666666666667	35	3.33333333333333	6	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1.33333333333333	0	0	1	4	0	2.33333333333333	0	0	0	2	35.576321	13.095703	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	1	0	1	15_06_2012__00:00:00	1	NR	0	0	0	0	0	1	1	0	NR	3721	FERME_EXPERIMENTALE_JALOGNY	71240	JALOGNY	71	SAONE_ET_LOIRE	461	CA71	NR	0	1	0	0	0	0	0	0	1	1	0	0	0	0	350	NR	NR
0003561_BK7ML_0030737	JALOGNY_COMBIERFAUCHE	2013	PRAIRIE	CONVENTIONNELLE	BOURGOGNE	42.6666666666667	128	4.33333333333333	7	3	0	0	2	0	0	7.66666666666667	0	3	0	0	0.333333333333333	0	6	0	0	0	0	0	7	16.6666666666667	0	0	0	0	0	2	35.576321	13.095703	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	1	0	1	15_06_2012__00:00:00	1	NR	0	0	0	0	0	1	1	0	NR	3721	FERME_EXPERIMENTALE_JALOGNY	71240	JALOGNY	71	SAONE_ET_LOIRE	461	CA71	NR	0	1	0	0	0	0	0	0	0	1	0	0	0	0	300	NR	NR
0003661_5R521_0013258	CESTERADES	2012	GRANDE_CULTURE	BIOLOGIQUE	MIDI_PYRENEES	7.5	15	3.5	6	2	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	5	0	0	0	0	0	0	NR	NR	NR	0	BLE	NR	NR	NR	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	2010	0	0	0	0	0	0	0	0	NR	3881	L_AOUEILLE	32284	MONTEGUT_SAVES	32	GERS	NR	NR	NR	0	1	0	0	1	0	0	0	1	1	0	0	0	0	250	NR	NR
0003681_6RE36_0013258	PAGUERES_DU_VILLAGE	2012	PRAIRIE	BIOLOGIQUE	MIDI_PYRENEES	9.33333333333333	28	4	8	3	0.333333333333333	1.33333333333333	0	0	0.333333333333333	0	0	0.666666666666667	0	0	0.666666666666667	1.33333333333333	1.33333333333333	0	0	0.333333333333333	0	0	0.666666666666667	2.33333333333333	0	0	0	0	0	NR	NR	NR	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	5	0	0	0	0	1	0	0	NR	1	01_05_2012__00:00:00	3	2010	0	0	0	0	0	0	0	0	NR	3881	L_AOUEILLE	32284	MONTEGUT_SAVES	32	GERS	NR	NR	NR	0	0	0	0	0	1	0	0	0	1	0	0	0	0	200	NR	NR
0003741_RFD28_0013392	ORGE	2012	GRANDE_CULTURE	BIOLOGIQUE	MIDI_PYRENEES	5	10	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	1.5	0.5	2	0	0	0	0	0	NR	NR	NR	0	ORGE	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	1998	0	0	0	0	0	0	0	0	NR	3901	A_RAPHAEL	32418	SAUVETERRE	32	GERS	NR	NR	NR	0	1	0	0	0	0	0	0	1	0	0	0	0	0	160	NR	NR
0003781_P1ONR_0013392	BLE	2012	GRANDE_CULTURE	BIOLOGIQUE	MIDI_PYRENEES	8.5	17	4.5	8	2	1	0	0	0.5	0	0	0.5	1	0	0	0.5	0	1	0	1	1	0	0	2	0	0	0	0	0	0	NR	NR	NR	0	BLE	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	1998	0	0	0	0	0	0	0	0	NR	3901	A_RAPHAEL	32418	SAUVETERRE	32	GERS	NR	NR	NR	0	0	0	0	0	1	0	0	0	1	1	0	0	0	170	NR	NR
0003841_H7K6A_0013392	PRAIRIE	2012	PRAIRIE	BIOLOGIQUE	MIDI_PYRENEES	7.5	15	3	3	2	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1.5	0	0	0	0	0	0	0	0	0	NR	NR	NR	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	1	1	0	NR	NR	1998	0	0	0	0	0	0	0	0	NR	3901	A_RAPHAEL	32418	SAUVETERRE	32	GERS	NR	NR	NR	0	0	0	0	0	1	0	0	1	0	1	0	0	0	260	NR	NR
0003881_09134_0006078	UNION_3A	2012	MARAICHAGE	CONVENTIONNELLE	POITOU_CHARENTES	27	81	6.33333333333333	11	3	2	0	0.666666666666667	0	0	0	4.33333333333333	1.33333333333333	0	0	0	0	0.333333333333333	0	4.66666666666667	1.33333333333333	2.33333333333333	0	5.66666666666667	0	0.333333333333333	0	0	3	1	NR	NR	NR	0	OIGNON	NR	NR	NR	1	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	3981	GAEC_DU_CHAMP_DU_FRENE_VILLERET	16317	ST_FRAIGNE	16	CHARENTE	NR	NR	NR	0	1	0	1	0	0	0	0	1	1	0	0	0	0	600	NR	NR
0003901_WNLVH_0008956	LEGRIS_GC	2012	GRANDE_CULTURE	CONVENTIONNELLE	LIMOUSIN	9.5	38	2.5	6	4	0	0	0	0	0	0	0	0.5	0	0	0	0	0.25	0	0	0.5	0	0	1	6.25	0	1	0	0	0	NR	NR	NR	0	MAIS	NR	NR	NR	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	1	1	1	0	0	2	1	0	NR	4001	GAEC_LEGRIS_CHABANNES	23231	ST_PIERRE_DE_FURSAC	23	CREUSE	NR	NR	NR	0	0	0	1	0	0	0	0	1	1	0	1	0	0	600	NR	NR
0003921_RWWUR_0008956	LEGRIS_PP	2012	PRAIRIE	CONVENTIONNELLE	LIMOUSIN	17.25	69	3.5	8	4	0	1.75	2.75	0	0	0.25	0	0.25	0	0	0	0	0.5	0	0	5.75	0	0	2.5	2.5	0	0	0	0	1	NR	NR	NR	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	1	27	1	15_06_2012__00:00:00	1	NR	0	0	0	0	0	1	0	0	NR	4001	GAEC_LEGRIS_CHABANNES	23231	ST_PIERRE_DE_FURSAC	23	CREUSE	NR	NR	NR	0	1	0	0	1	0	0	0	0	1	0	1	0	0	600	NR	NR
0003942_SEYY0_0036792	L_ECLUSE	2012	PRAIRIE	CONVENTIONNELLE	LIMOUSIN	5	20	2.25	6	4	0	0.5	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0.75	0	0	0.5	1.75	0	1	0	0	0	NR	NR	NR	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	1	1	0	1	0	1	0	1	30	1	15_05_2012__00:00:00	2	NR	0	1	1	0	1	3	1	0	NR	4022	DUMAIN	87041	CHATEAUPONSAC	87	HAUTE_VIENNE	NR	NR	NR	0	1	0	1	0	0	0	0	1	1	0	0	0	0	600	NR	NR
0003961_S35VT_0036792	STABU	2012	PRAIRIE	CONVENTIONNELLE	LIMOUSIN	5.25	21	3.33333333333333	7	4	0	0.5	0.5	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0	0.5	1.75	0	1.25	0	0	0	NR	NR	NR	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	2	1	0	1	0	1	0	1	30	1	15_05_2012__00:00:00	2	NR	0	1	1	0	1	3	1	0	NR	4021	DUMAIN	87041	CHATEAUPONSAC	87	HAUTE_VIENNE	NR	NR	NR	0	1	0	1	0	0	0	0	1	1	0	0	0	0	400	NR	NR
0003981_ODMKY_0006525	CHARENTES_ALLIANCE_T1	2012	VITICULTURE	CONVENTIONNELLE	POITOU_CHARENTES	2.66666666666667	8	2	5	3	0	0	0	0	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	1	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	NR	NR	NR	0	VIGNE	NR	NR	NR	NR	NR	NR	0	ENHERBE	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	3	3	13	0	0	1	0	0	NR	4041	LPA_LE_RENRUDIN	17339	ST_GERMAIN_DE_LUSIGNRN	17	CHARENTE_MARITIME	NR	NR	NR	1	0	0	1	0	1	0	0	1	0	0	0	0	0	360	NR	NR
